barrels08,city08,co2TailpipeGpm,comb08,cylinders,displ,drive,fuelCost08,fuelType,fuelType1,highway08,make,model,mpgData,trany,UCity,UHighway,VClass,year
low-medium,average,average,Normal,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Infiniti,G35,Y,Automatic 5-spd,Average,Economic,Compact Cars,2006
low-medium,average,average,Normal,Six,Three,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Infiniti,G35,Y,Automatic 5-spd,Average,Economic,Compact Cars,2006
low-medium,average,average,Normal,Six,Three,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Jaguar,X-Type,Y,Automatic 5-spd,Average,Economic,Compact Cars,2006
low-medium,average,average,Normal,Six,Three,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Jaguar,X-Type,N,Manual 5-spd,Average,Green,Compact Cars,2006
low-medium,good,healthy,Average,Four,One,Front-Wheel Drive,Economy,Regular,Regular Gasoline,Green,Kia,Rio,Y,Automatic 4-spd,Green,Green,Compact Cars,2006
low-medium,good,healthy,Average,Four,One,Front-Wheel Drive,Economy,Regular,Regular Gasoline,Economic,Kia,Rio,Y,Manual 5-spd,Green,Green,Compact Cars,2006
low-medium,good,healthy,Average,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mazda,3,Y,Manual 5-spd,Economic,Green,Compact Cars,2006
low-medium,average,healthy,Average,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mazda,3,Y,Automatic 4-spd,Economic,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mazda,3,Y,Manual 5-spd,Economic,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mazda,3,Y,Automatic 5-spd,Economic,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Six,Two,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Mercedes-Benz,C230,Y,Automatic 7-spd,Average,Green,Compact Cars,2006
low-medium,average,average,Normal,Six,Two,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Mercedes-Benz,C230,Y,Manual 6-spd,Average,Green,Compact Cars,2006
low-medium,average,average,Normal,Six,Three,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Mercedes-Benz,C280,N,Automatic 7-spd,Average,Green,Compact Cars,2006
low-medium,average,average,Normal,Six,Three,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Mercedes-Benz,C280 4matic,Y,Automatic 5-spd,Average,Green,Compact Cars,2006
low-medium,average,average,Normal,Six,Three,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Mercedes-Benz,C350,N,Automatic 7-spd,Average,Green,Compact Cars,2006
low-medium,average,average,Normal,Six,Three,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Mercedes-Benz,C350,Y,Manual 6-spd,Average,Green,Compact Cars,2006
low-medium,average,average,Normal,Six,Three,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Mercedes-Benz,C350 4matic,N,Automatic 5-spd,Average,Economic,Compact Cars,2006
low-medium,average,below average,Normal,Eight,Five,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Mercedes-Benz,C55 AMG,N,Automatic 5-spd,Average,Economic,Compact Cars,2006
low-medium,average,below average,Normal,Eight,Five,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Mercedes-Benz,CL500,N,Automatic 7-spd,Average,Economic,Compact Cars,2006
low-medium,average,below average,Normal,Eight,Five,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Mercedes-Benz,CL55 AMG,N,Automatic 5-spd,Average,Economic,Compact Cars,2006
medium-high,poor,below average,Poor,Twelve,Five,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Mercedes-Benz,CL600,N,Automatic 5-spd,Average,Economic,Compact Cars,2006
medium-high,poor,below average,Poor,Twelve,Six,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Mercedes-Benz,CL65 AMG,N,Automatic 5-spd,Average,Economic,Compact Cars,2006
low-medium,average,below average,Normal,Eight,Five,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Mercedes-Benz,CLS500,Y,Automatic 7-spd,Average,Economic,Compact Cars,2006
low-medium,average,below average,Poor,Eight,Five,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Mercedes-Benz,CLS55 AMG,N,Automatic 5-spd,Average,Economic,Compact Cars,2006
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mitsubishi,Lancer,Y,Automatic 4-spd,Economic,Green,Compact Cars,2006
low-medium,average,healthy,Average,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mitsubishi,Lancer,Y,Manual 5-spd,Economic,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mitsubishi,Lancer,Y,Automatic 4-spd,Economic,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mitsubishi,Lancer,N,Manual 5-spd,Economic,Green,Compact Cars,2006
low-medium,average,average,Normal,Four,Two,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Mitsubishi,Lancer Evolution,Y,Manual 5-spd,Average,Economic,Compact Cars,2006
low-medium,average,average,Normal,Four,Two,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Mitsubishi,Lancer Evolution,Y,Manual 6-spd,Average,Economic,Compact Cars,2006
low-medium,good,healthy,Average,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Nissan,Sentra,Y,Automatic 4-spd,Economic,Green,Compact Cars,2006
low-medium,good,healthy,Average,Four,One,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Nissan,Sentra,Y,Manual 5-spd,Economic,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Nissan,Sentra,N,Automatic 4-spd,Economic,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Nissan,Sentra,Y,Manual 6-spd,Economic,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Pontiac,G6,Y,Automatic 4-spd,Economic,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Pontiac,G6,Y,Automatic 4-spd,Economic,Green,Compact Cars,2006
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Pontiac,G6,Y,Automatic 4-spd,Average,Green,Compact Cars,2006
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Pontiac,G6,Y,Manual 6-spd,Average,Green,Compact Cars,2006
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Pontiac,G6,Y,Automatic 4-spd,Average,Economic,Compact Cars,2006
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Pontiac,G6 GT/GTP Convertible,Y,Automatic 4-spd,Average,Green,Compact Cars,2006
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Pontiac,G6 GT/GTP Convertible,Y,Automatic 4-spd,Average,Economic,Compact Cars,2006
low-medium,average,below average,Normal,Eight,Six,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Pontiac,GTO,Y,Automatic 4-spd,Average,Economic,Compact Cars,2006
low-medium,average,average,Normal,Eight,Six,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Pontiac,GTO,Y,Manual 6-spd,Average,Economic,Compact Cars,2006
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Saab,9-3 Sport Sedan,Y,Manual 5-spd,Economic,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Saab,9-3 Sport Sedan,Y,Automatic 5-spd,Economic,Green,Compact Cars,2006
low-medium,average,average,Normal,Six,Two,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Saab,9-3 Sport Sedan,N,Manual 6-spd,Average,Green,Compact Cars,2006
low-medium,average,average,Normal,Six,Two,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Saab,9-3 Sport Sedan,N,Automatic 6-spd,Average,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Saturn,Ion,Y,Manual 5-spd,Economic,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Saturn,Ion,Y,Automatic 4-spd,Economic,Green,Compact Cars,2006
low-medium,average,healthy,Average,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Saturn,Ion,Y,Manual 5-spd,Economic,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Saturn,Ion,Y,Automatic 4-spd,Economic,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Saturn,Ion,Y,Manual 5-spd,Economic,Green,Compact Cars,2006
low-medium,average,average,Normal,Four,Two,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Subaru,Legacy AWD,Y,Manual 5-spd,Average,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Four,Two,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Subaru,Legacy AWD,Y,Manual 5-spd,Economic,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Four,Two,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Subaru,Legacy AWD,Y,Automatic 4-spd,Economic,Green,Compact Cars,2006
low-medium,average,average,Normal,Four,Two,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Subaru,Legacy AWD,Y,Automatic 5-spd,Average,Economic,Compact Cars,2006
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Suzuki,Aerio,N,Automatic 4-spd,Economic,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Suzuki,Aerio,N,Manual 5-spd,Economic,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Four,Two,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Suzuki,Aerio AWD,N,Automatic 4-spd,Economic,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Suzuki,Forenza,Y,Automatic 4-spd,Average,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Suzuki,Forenza,Y,Manual 5-spd,Economic,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Suzuki,Reno,N,Automatic 4-spd,Average,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Suzuki,Reno,Y,Manual 5-spd,Economic,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Camry Solara,N,Manual 5-spd,Economic,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Camry Solara,Y,Automatic 5-spd,Economic,Green,Compact Cars,2006
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Camry Solara,N,Automatic 5-spd,Average,Green,Compact Cars,2006
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Camry Solara Convertible,Y,Automatic 5-spd,Average,Green,Compact Cars,2006
low-medium,good,healthy,Average,Four,One,Front-Wheel Drive,Economy,Regular,Regular Gasoline,Green,Toyota,Corolla,Y,Automatic 4-spd,Green,Green,Compact Cars,2006
low,good,healthy,Average,Four,One,Front-Wheel Drive,Economy,Regular,Regular Gasoline,Green,Toyota,Corolla,Y,Manual 5-spd,Green,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Four,One,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Toyota,Corolla,Y,Manual 6-spd,Economic,Green,Compact Cars,2006
low-medium,good,healthy,Average,Four,One,Front-Wheel Drive,Economy,Diesel,Diesel,Green,Volkswagen,Golf,Y,Manual 5-spd,Green,Green,Compact Cars,2006
low-medium,good,healthy,Average,Four,One,Front-Wheel Drive,Economy,Diesel,Diesel,Green,Volkswagen,Golf,Y,Automatic 5-spd,Green,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volkswagen,Golf,Y,Automatic 4-spd,Economic,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volkswagen,Golf,Y,Manual 5-spd,Economic,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Five,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volkswagen,Rabbit,Y,Manual 5-spd,Economic,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Five,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volkswagen,Rabbit,Y,Automatic 6-spd,Economic,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Four,One,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Volkswagen,GTI,N,Manual 5-spd,Economic,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Four,One,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Volkswagen,GTI,N,Automatic 5-spd,Economic,Green,Compact Cars,2006
low-medium,good,healthy,Average,Four,One,Front-Wheel Drive,Economy,Diesel,Diesel,Green,Volkswagen,Jetta,Y,Manual 5-spd,Green,Green,Compact Cars,2006
low-medium,good,healthy,Average,Four,One,Front-Wheel Drive,Economy,Diesel,Diesel,Green,Volkswagen,Jetta,Y,Automatic 6-spd,Green,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Volkswagen,Jetta,Y,Manual 6-spd,Economic,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Volkswagen,Jetta,Y,Automatic 6-spd,Economic,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Five,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volkswagen,Jetta,Y,Manual 5-spd,Economic,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Five,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volkswagen,Jetta,Y,Automatic 6-spd,Economic,Green,Compact Cars,2006
low-medium,average,average,Normal,Five,Two,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Volvo,S40 AWD,Y,Manual 6-spd,Average,Green,Compact Cars,2006
low-medium,average,average,Normal,Five,Two,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Volvo,S40 AWD,N,Automatic 5-spd,Average,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Five,Two,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Volvo,S40 FWD,Y,Manual 5-spd,Economic,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Five,Two,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Volvo,S40 FWD,Y,Automatic 5-spd,Average,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Five,Two,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Volvo,S40 FWD,N,Manual 6-spd,Economic,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Five,Two,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Volvo,S40 FWD,N,Automatic 5-spd,Average,Green,Compact Cars,2006
low-medium,average,average,Normal,Five,Two,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Volvo,S60 AWD,Y,Automatic 5-spd,Average,Green,Compact Cars,2006
low-medium,average,average,Normal,Five,Two,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Volvo,S60 AWD,N,Automatic 5-spd,Average,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Five,Two,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Volvo,S60 FWD,N,Automatic 5-spd,Average,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Five,Two,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Volvo,S60 FWD,N,Manual 5-spd,Economic,Green,Compact Cars,2006
low-medium,average,average,Normal,Five,Two,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Volvo,S60 FWD,N,Manual 6-spd,Average,Green,Compact Cars,2006
low-medium,average,average,Normal,Five,Two,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Volvo,S60 FWD,N,Automatic 5-spd,Average,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Five,Two,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Volvo,S60 FWD,Y,Automatic 5-spd,Average,Green,Compact Cars,2006
low-medium,average,healthy,Normal,Five,Two,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Volvo,S60 FWD,N,Automatic 5-spd,Average,Green,Compact Cars,2006
low-medium,average,average,Normal,Five,Two,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Volvo,S60 R AWD,N,Manual 6-spd,Average,Economic,Compact Cars,2006
low-medium,average,average,Normal,Five,Two,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Volvo,S60 R AWD,Y,Automatic 6-spd,Average,Economic,Compact Cars,2006
low-medium,average,average,Normal,Six,Three,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Acura,RL,Y,Automatic 5-spd,Average,Green,Midsize Cars,2006
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Acura,TL,Y,Manual 6-spd,Average,Green,Midsize Cars,2006
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Acura,TL,Y,Automatic 5-spd,Average,Green,Midsize Cars,2006
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Audi,A6,Y,Automatic (variable gear ratios),Average,Green,Midsize Cars,2006
low-medium,average,average,Normal,Six,Three,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Audi,A6 quattro,Y,Automatic 6-spd,Average,Green,Midsize Cars,2006
low-medium,average,average,Normal,Eight,Four,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Audi,A6 quattro,Y,Automatic 6-spd,Average,Economic,Midsize Cars,2006
low-medium,average,average,Normal,Eight,Four,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Audi,A8,N,Automatic 6-spd,Average,Economic,Midsize Cars,2006
medium-high,poor,hazardous,Poor,Eight,Six,Rear-Wheel Drive,Expensive,Premium,Premium Gasoline,Average,Bentley,Arnage,N,Automatic 4-spd,Guzzler,Economic,Midsize Cars,2006
medium-high,poor,unhealthy,Poor,Twelve,Six,4-Wheel Drive,Expensive,Premium,Premium Gasoline,Economic,Bentley,Continental Flying Spur,N,Automatic 6-spd,Guzzler,Economic,Midsize Cars,2006
low-medium,average,average,Normal,Six,Three,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,BMW,525i,Y,Manual 6-spd,Average,Green,Midsize Cars,2006
low-medium,average,average,Normal,Six,Three,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,BMW,525i,Y,Automatic 6-spd,Average,Green,Midsize Cars,2006
low-medium,average,average,Normal,Six,Three,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,BMW,525xi,N,Manual 6-spd,Average,Green,Midsize Cars,2006
low-medium,average,average,Normal,Six,Three,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,BMW,525xi,N,Automatic 6-spd,Average,Green,Midsize Cars,2006
low-medium,average,average,Normal,Six,Three,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,BMW,530i,N,Manual 6-spd,Average,Green,Midsize Cars,2006
low-medium,average,average,Normal,Six,Three,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,BMW,530i,Y,Automatic 6-spd,Average,Green,Midsize Cars,2006
low-medium,average,average,Normal,Six,Three,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,BMW,530i,N,Automatic 6-spd,Average,Green,Midsize Cars,2006
low-medium,average,average,Normal,Six,Three,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,BMW,530xi,Y,Manual 6-spd,Average,Green,Midsize Cars,2006
low-medium,average,average,Normal,Six,Three,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,BMW,530xi,Y,Automatic 6-spd,Average,Green,Midsize Cars,2006
low-medium,average,below average,Normal,Eight,Four,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,BMW,550i,N,Manual 6-spd,Average,Economic,Midsize Cars,2006
low-medium,average,average,Normal,Eight,Four,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,BMW,550i,Y,Automatic 6-spd,Average,Economic,Midsize Cars,2006
low-medium,average,below average,Normal,Eight,Four,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,BMW,550i,N,Automatic 6-spd,Average,Economic,Midsize Cars,2006
medium-high,poor,unhealthy,Poor,Ten,Five,Rear-Wheel Drive,Expensive,Premium,Premium Gasoline,Economic,BMW,M5,Y,Automatic 7-spd,Average,Economic,Midsize Cars,2006
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Buick,Lacrosse/Allure,Y,Automatic 4-spd,Average,Green,Midsize Cars,2006
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Buick,Lacrosse/Allure,Y,Automatic 4-spd,Average,Green,Midsize Cars,2006
low-medium,average,average,Normal,Six,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Cadillac,CTS,Y,Manual 6-spd,Average,Green,Midsize Cars,2006
low-medium,average,average,Normal,Six,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Cadillac,CTS,Y,Automatic 5-spd,Average,Green,Midsize Cars,2006
low-medium,average,average,Normal,Six,Three,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Cadillac,CTS,Y,Manual 6-spd,Average,Green,Midsize Cars,2006
low-medium,average,average,Normal,Six,Three,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Cadillac,CTS,Y,Automatic 5-spd,Average,Green,Midsize Cars,2006
low-medium,average,below average,Normal,Eight,Six,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Cadillac,CTS-V,Y,Manual 6-spd,Average,Economic,Midsize Cars,2006
low-medium,average,average,Normal,Six,Three,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Cadillac,STS,Y,Automatic 5-spd,Average,Green,Midsize Cars,2006
low-medium,average,average,Normal,Eight,Four,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Cadillac,STS,N,Automatic 5-spd,Average,Economic,Midsize Cars,2006
low-medium,average,average,Normal,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Cadillac,STS AWD,Y,Automatic 5-spd,Average,Economic,Midsize Cars,2006
low-medium,average,below average,Normal,Eight,Four,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Cadillac,STS AWD,Y,Automatic 5-spd,Average,Economic,Midsize Cars,2006
low-medium,average,average,Normal,Six,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Epica,N,Automatic 4-spd,Average,Green,Midsize Cars,2006
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Malibu,Y,Automatic 4-spd,Economic,Green,Midsize Cars,2006
low-medium,average,healthy,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Malibu,Y,Automatic 4-spd,Economic,Green,Midsize Cars,2006
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Malibu,N,Automatic 4-spd,Average,Green,Midsize Cars,2006
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Monte Carlo,Y,Automatic 4-spd,Average,Green,Midsize Cars,2006
low-medium,average,average,Normal,Eight,Five,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Chevrolet,Monte Carlo,N,Automatic 4-spd,Average,Green,Midsize Cars,2006
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chrysler,Sebring 4 Door,N,Automatic 4-spd,Economic,Green,Midsize Cars,2006
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,Stratus 4 Door,Y,Automatic 4-spd,Economic,Green,Midsize Cars,2006
medium-high,poor,hazardous,Poor,Twelve,Five,Rear-Wheel Drive,Expensive,Premium,Premium Gasoline,Average,Ferrari,612 Scaglietti,N,Automatic 6-spd,Guzzler,Economic,Midsize Cars,2006
medium-high,poor,unhealthy,Poor,Twelve,Five,Rear-Wheel Drive,Expensive,Premium,Premium Gasoline,Average,Ferrari,612 Scaglietti,N,Manual 6-spd,Guzzler,Economic,Midsize Cars,2006
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Fusion,Y,Automatic 5-spd,Economic,Green,Midsize Cars,2006
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Fusion,Y,Manual 5-spd,Economic,Green,Midsize Cars,2006
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Fusion,Y,Automatic 6-spd,Average,Green,Midsize Cars,2006
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Honda,Accord,Y,Automatic 5-spd,Economic,Green,Midsize Cars,2006
low-medium,average,healthy,Average,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Honda,Accord,Y,Manual 5-spd,Economic,Green,Midsize Cars,2006
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Honda,Accord,Y,Automatic 5-spd,Average,Green,Midsize Cars,2006
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Honda,Accord,Y,Manual 6-spd,Average,Green,Midsize Cars,2006
