barrels08,city08,co2TailpipeGpm,comb08,cylinders,displ,drive,fuelCost08,fuelType,fuelType1,highway08,make,model,mpgData,trany,UCity,UHighway,VClass,year
low-medium,average,healthy,Normal,Five,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volkswagen,Jetta SportWagen,N,Automatic 6-spd,Economic,Green,Station Wagon,2010
low-medium,average,healthy,Normal,Five,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volkswagen,Jetta SportWagen,N,Automatic 6-spd,Economic,Green,Station Wagon,2010
low-medium,average,healthy,Normal,Five,Two,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volvo,V50 AWD,N,Automatic 5-spd,Average,Green,Station Wagon,2010
low-medium,average,healthy,Normal,Five,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volvo,V50 FWD,N,Automatic 5-spd,Economic,Green,Station Wagon,2010
low-medium,average,average,Normal,Six,Three,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Audi,A6 Avant quattro,N,Automatic 6-spd,Average,Green,Station Wagon,2010
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Kia,Rondo,N,Automatic 4-spd,Economic,Green,Station Wagon,2010
low-medium,average,average,Normal,Six,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Kia,Rondo,N,Automatic 5-spd,Average,Green,Station Wagon,2010
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Volkswagen,Passat Wagon,N,Automatic 6-spd,Economic,Green,Station Wagon,2010
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volvo,V70 FWD,N,Automatic 6-spd,Average,Green,Station Wagon,2010
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volvo,XC 60 FWD,N,Automatic 6-spd,Average,Green,Sport Utility Vehicle,2010
low-medium,average,below average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Silverado C15 2WD,N,Automatic 4-spd,Average,Economic,Pickup Truck,2010
low-medium,average,below average,Normal,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,Ram 1500 Pickup 2WD,N,Automatic 5-spd,Average,Economic,Pickup Truck,2010
low-medium,average,below average,Normal,Eight,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Explorer Sport Trac 2WD,N,Automatic 6-spd,Average,Economic,Pickup Truck,2010
low-medium,average,below average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Explorer Sport Trac 2WD,N,Automatic 5-spd,Average,Economic,Pickup Truck,2010
low-medium,average,below average,Normal,Eight,Five,Rear-Wheel Drive,Standard,Gasoline or E85,Regular Gasoline,Economic,Ford,F150 Pickup FFV 2WD,Y,Automatic 6-spd,Average,Economic,Pickup Truck,2010
low-medium,average,below average,Normal,Eight,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,F150 Pickup 2WD,Y,Automatic 6-spd,Average,Economic,Pickup Truck,2010
low-medium,average,below average,Normal,Eight,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,F150 Pickup 2WD,Y,Automatic 4-spd,Average,Economic,Pickup Truck,2010
low-medium,average,below average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Sierra C15 2WD,N,Automatic 4-spd,Average,Economic,Pickup Truck,2010
low-medium,average,below average,Poor,Six,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Silverado K15 4WD,N,Automatic 4-spd,Average,Economic,Pickup Truck,2010
low-medium,average,below average,Poor,Eight,Five,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,Ram 1500 Pickup 4WD,Y,Automatic 5-spd,Average,Economic,Pickup Truck,2010
low-medium,average,below average,Normal,Eight,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Explorer Sport Trac 4WD,N,Automatic 6-spd,Average,Economic,Pickup Truck,2010
low-medium,average,below average,Poor,Six,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Explorer Sport Trac 4WD,N,Automatic 5-spd,Average,Economic,Pickup Truck,2010
low-medium,average,below average,Poor,Eight,Five,4-Wheel Drive,Standard,Gasoline or E85,Regular Gasoline,Economic,Ford,F150 Pickup FFV 4WD,Y,Automatic 6-spd,Average,Economic,Pickup Truck,2010
low-medium,average,below average,Normal,Eight,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,F150 Pickup 4WD,N,Automatic 4-spd,Average,Economic,Pickup Truck,2010
low-medium,average,below average,Normal,Eight,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,F150 Pickup 4WD,Y,Automatic 6-spd,Average,Economic,Pickup Truck,2010
low-medium,average,below average,Poor,Six,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Sierra K15 4WD,N,Automatic 4-spd,Average,Economic,Pickup Truck,2010
low-medium,average,below average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Express 1500 2WD Cargo,N,Automatic 4-spd,Average,Economic,Vans,2010
low-medium,average,below average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Savana 1500 2WD (cargo),N,Automatic 4-spd,Average,Economic,Vans,2010
low-medium,average,average,Normal,Six,Four,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chrysler,Town and Country,Y,Automatic 6-spd,Average,Green,Vans,2010
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Gasoline or E85,Regular Gasoline,Economic,Chrysler,Town and Country,N,Automatic 4-spd,Average,Green,Vans,2010
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chrysler,Town and Country,Y,Automatic 6-spd,Average,Economic,Vans,2010
low-medium,average,average,Normal,Six,Four,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,Grand Caravan,N,Automatic 6-spd,Average,Green,Vans,2010
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Gasoline or E85,Regular Gasoline,Economic,Dodge,Grand Caravan,N,Automatic 4-spd,Average,Green,Vans,2010
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,Grand Caravan,Y,Automatic 6-spd,Average,Economic,Vans,2010
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Honda,Odyssey,Y,Automatic 5-spd,Average,Economic,Vans,2010
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Honda,Odyssey,Y,Automatic 5-spd,Average,Green,Vans,2010
low-medium,average,average,Normal,Six,Four,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volkswagen,Routan,N,Automatic 6-spd,Average,Green,Vans,2010
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volkswagen,Routan,N,Automatic 6-spd,Average,Economic,Vans,2010
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Cadillac,SRX 2WD,Y,Automatic 6-spd,Average,Green,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Equinox FWD,Y,Automatic 6-spd,Average,Green,Sport Utility Vehicle,2010
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,HHR FWD,N,Manual 5-spd,Economic,Green,Sport Utility Vehicle,2010
low-medium,average,healthy,Average,Four,Two,Front-Wheel Drive,Standard,Gasoline or E85,Regular Gasoline,Economic,Chevrolet,HHR FWD,N,Manual 5-spd,Economic,Green,Sport Utility Vehicle,2010
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,HHR FWD,N,Automatic 4-spd,Economic,Green,Sport Utility Vehicle,2010
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Gasoline or E85,Regular Gasoline,Economic,Chevrolet,HHR FWD,Y,Automatic 4-spd,Economic,Green,Sport Utility Vehicle,2010
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Gasoline or E85,Regular Gasoline,Economic,Chevrolet,HHR FWD,Y,Automatic 4-spd,Economic,Green,Sport Utility Vehicle,2010
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Gasoline or E85,Regular Gasoline,Economic,Chevrolet,HHR FWD,Y,Manual 5-spd,Economic,Green,Sport Utility Vehicle,2010
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Gasoline or E85,Regular Gasoline,Economic,Chevrolet,HHR Panel FWD,N,Automatic 4-spd,Economic,Green,Sport Utility Vehicle,2010
low-medium,average,healthy,Average,Four,Two,Front-Wheel Drive,Standard,Gasoline or E85,Regular Gasoline,Economic,Chevrolet,HHR Panel FWD,N,Manual 5-spd,Economic,Green,Sport Utility Vehicle,2010
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Gasoline or E85,Regular Gasoline,Economic,Chevrolet,HHR Panel FWD,N,Automatic 4-spd,Economic,Green,Sport Utility Vehicle,2010
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Gasoline or E85,Regular Gasoline,Economic,Chevrolet,HHR Panel FWD,N,Manual 5-spd,Economic,Green,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,Journey  2WD,Y,Automatic 4-spd,Average,Green,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,Journey  2WD,N,Automatic 6-spd,Average,Green,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,Nitro 2WD,N,Automatic 5-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Edge FWD,Y,Automatic 6-spd,Average,Green,Sport Utility Vehicle,2010
low-medium,average,below average,Normal,Eight,Five,Rear-Wheel Drive,Standard,Gasoline or E85,Regular Gasoline,Economic,Ford,Expedition 2WD FFV,N,Automatic 6-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,below average,Normal,Eight,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Explorer 2WD,N,Automatic 6-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,below average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Explorer 2WD,Y,Automatic 5-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Flex FWD,Y,Automatic 6-spd,Average,Green,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Terrain FWD,N,Automatic 6-spd,Average,Green,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Honda,Pilot 2WD,N,Automatic 5-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Hyundai,Veracruz 2WD,N,Automatic 6-spd,Average,Economic,Sport Utility Vehicle,2010
medium-high,poor,below average,Poor,Eight,Five,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Infiniti,QX56 2WD,N,Automatic 5-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,below average,Normal,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Jeep,Commander 2WD,N,Automatic 5-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Jeep,Compass 2WD,N,Manual 5-spd,Economic,Green,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Jeep,Grand Cherokee 2WD,N,Automatic 5-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,below average,Normal,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Jeep,Grand Cherokee 2WD,Y,Automatic 5-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Jeep,Patriot 2WD,Y,Manual 5-spd,Economic,Green,Sport Utility Vehicle,2010
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Kia,Sportage 2WD,N,Manual 5-spd,Economic,Green,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Kia,Sportage 2WD,N,Automatic 4-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Kia,Sportage 2WD,N,Automatic 4-spd,Economic,Green,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Lincoln,MKT FWD,N,Automatic 6-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Lincoln,MKX FWD,N,Automatic 6-spd,Average,Green,Sport Utility Vehicle,2010
low-medium,average,below average,Normal,Eight,Five,Rear-Wheel Drive,Standard,Gasoline or E85,Regular Gasoline,Economic,Lincoln,Navigator 2WD FFV,Y,Automatic 6-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mazda,CX-7 2WD,Y,Automatic 5-spd,Economic,Green,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mazda,CX-9 2WD,Y,Automatic 6-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,below average,Normal,Eight,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mercury,Mountaineer 2WD,N,Automatic 6-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,below average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mercury,Mountaineer 2WD,N,Automatic 5-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mitsubishi,Outlander 2WD,N,Automatic 6-spd,Economic,Green,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Mitsubishi,Endeavor 2WD,Y,Automatic 4-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Saturn,Vue FWD,N,Automatic 6-spd,Average,Green,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Saturn,Vue FWD,N,Automatic 6-spd,Average,Green,Sport Utility Vehicle,2010
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Saturn,Vue FWD,N,Automatic 4-spd,Average,Green,Sport Utility Vehicle,2010
low-medium,good,healthy,Average,Four,Two,Front-Wheel Drive,Economy,Regular,Regular Gasoline,Economic,Saturn,Vue Hybrid,N,Automatic 4-spd,Economic,Green,Sport Utility Vehicle,2010
low-medium,average,healthy,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Suzuki,Grand Vitara,N,Manual 5-spd,Economic,Green,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Suzuki,Grand Vitara,N,Automatic 5-spd,Average,Green,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Suzuki,Grand Vitara,N,Automatic 4-spd,Economic,Green,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Volkswagen,Tiguan,N,Manual 6-spd,Average,Green,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Volkswagen,Tiguan,Y,Automatic 6-spd,Average,Green,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volvo,XC 90 FWD,Y,Automatic 6-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Cadillac,SRX AWD,Y,Automatic 6-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Equinox AWD,N,Automatic 6-spd,Average,Green,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,Journey  AWD,Y,Automatic 6-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,below average,Normal,Six,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,Nitro 4WD,N,Automatic 5-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Edge AWD,Y,Automatic 6-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,below average,Normal,Eight,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Explorer 4WD,N,Automatic 6-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,below average,Poor,Six,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Explorer 4WD,N,Automatic 5-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Flex AWD,N,Automatic 6-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Flex AWD,Y,Automatic 6-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Terrain AWD,N,Automatic 6-spd,Average,Green,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Honda,Pilot 4WD,Y,Automatic 5-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Hyundai,Veracruz 4WD,Y,Automatic 6-spd,Average,Economic,Sport Utility Vehicle,2010
medium-high,poor,below average,Poor,Eight,Five,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Infiniti,QX56 4WD,Y,Automatic 5-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,below average,Poor,Eight,Five,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Jeep,Commander 4WD,N,Automatic 5-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,below average,Normal,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Jeep,Grand Cherokee 4WD,N,Automatic 5-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,below average,Poor,Eight,Five,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Jeep,Grand Cherokee 4WD,N,Automatic 5-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Four,Two,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Kia,Sportage 4WD,N,Manual 5-spd,Economic,Green,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Two,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Kia,Sportage 4WD,Y,Automatic 4-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Lincoln,MKT AWD,N,Automatic 6-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Lincoln,MKT AWD,N,Automatic 6-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Lincoln,MKX AWD,Y,Automatic 6-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,below average,Normal,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mazda,CX-9 4WD,Y,Automatic 6-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,below average,Normal,Eight,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mercury,Mountaineer AWD,N,Automatic 6-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,below average,Poor,Six,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mercury,Mountaineer AWD,N,Automatic 5-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,healthy,Normal,Four,Two,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mitsubishi,Outlander 4WD,Y,Automatic 6-spd,Economic,Green,Sport Utility Vehicle,2010
low-medium,average,below average,Normal,Six,Three,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Mitsubishi,Endeavor AWD,N,Automatic 4-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Saturn,Vue AWD,N,Automatic 6-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Saturn,Vue AWD,N,Automatic 6-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Saturn,Vue AWD,N,Automatic 6-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,healthy,Normal,Four,Two,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Subaru,Outback Wagon AWD,Y,Manual 6-spd,Economic,Green,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Subaru,Outback Wagon AWD,Y,Automatic 5-spd,Average,Green,Sport Utility Vehicle,2010
low-medium,average,healthy,Normal,Four,Two,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Subaru,Outback Wagon AWD,Y,Automatic (variable gear ratios),Economic,Green,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Subaru,Tribeca AWD,Y,Automatic 5-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Four,Two,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Suzuki,Grand Vitara 4WD,N,Manual 5-spd,Average,Green,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Suzuki,Grand Vitara 4WD,N,Automatic 5-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Four,Two,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Suzuki,Grand Vitara 4WD,Y,Automatic 4-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Four,Two,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Volkswagen,Tiguan 4motion,Y,Automatic 6-spd,Average,Green,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volvo,XC 60 AWD,N,Automatic 6-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volvo,XC 70 AWD,N,Automatic 6-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,average,Normal,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volvo,XC 70 AWD,N,Automatic 6-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,below average,Poor,Eight,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volvo,XC 90 AWD,N,Automatic 6-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,average,below average,Normal,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Volvo,XC 90 AWD,Y,Automatic 6-spd,Average,Economic,Sport Utility Vehicle,2010
low-medium,good,healthy,Average,Four,One,Front-Wheel Drive,Economy,Regular,Regular Gasoline,Green,Pontiac,G3 (5-Door),N,Automatic 4-spd,Economic,Green,Compact Cars,2010
low,good,healthy,Average,Four,One,Front-Wheel Drive,Economy,Regular,Regular Gasoline,Green,Pontiac,G3 (5-Door),N,Manual 5-spd,Green,Green,Compact Cars,2010
low-medium,average,healthy,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Jeep,Patriot 2WD,N,Manual 5-spd,Economic,Green,Sport Utility Vehicle,2009
low-medium,average,average,Normal,Six,Three,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Infiniti,G37 Convertible,Y,Manual 6-spd,Average,Green,Compact Cars,2009
low-medium,average,average,Normal,Six,Three,Rear-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Infiniti,G37 Convertible,N,Automatic 7-spd,Average,Green,Compact Cars,2009
low-medium,average,below average,Normal,Eight,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Crown Victoria Police,Y,Automatic 4-spd,Average,Economic,Large Cars,2000
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Impala Police,N,Automatic 4-spd,Average,Green,Large Cars,2001
low-medium,average,below average,Normal,Eight,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Crown Victoria Police,N,Automatic 4-spd,Average,Economic,Large Cars,2001
low-medium,average,below average,Poor,Six,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Oldsmobile,Bravada AWD,N,Automatic 4-spd,Average,Economic,Sport Utility Vehicle,2001
